TimeFrame,Location Id,Dwelling Type,Number Of Beds,Total Bonds,Active Bonds,Closed Bonds,Geometric Mean Rent,Log Std Dev Weekly Rent,TA2019,WARD2019
2026-04-01,328600,House,3,6,87,12,567.0,0.0306,Christchurch City,['Burwood Ward']
2026-04-01,328900,House,3,9,147,9,556.0,0.068,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,329200,House,3,6,147,18,517.0,0.056,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329400,House,3,6,99,6,470.0,0.4249,Christchurch City,['Heathcote Ward']
2026-04-01,329500,House,3,6,78,6,324.0,0.6474,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,330200,House,3,6,81,6,535.0,0.0273,Christchurch City,['Coastal Ward']
2026-04-01,330500,House,3,6,27,0,564.0,0.1293,Christchurch City,['Linwood Ward']
2026-04-01,331300,House,3,6,27,0,683.0,0.0859,Christchurch City,['Cashmere Ward']
2026-04-01,331400,House,3,6,27,3,705.0,0.0953,Christchurch City,"['Heathcote Ward', 'Cashmere Ward']"
2026-04-01,332700,House,3,6,33,3,795.0,0.073,Christchurch City,['Heathcote Ward']
2026-04-01,320200,House,4,27,261,18,576.0,0.1314,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-04-01,320700,House,4,24,255,18,593.0,0.2405,Christchurch City,['Riccarton Ward']
2026-04-01,321300,House,4,33,300,12,541.0,0.2309,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-04-01,322900,House,4,12,57,3,583.0,0.2885,Christchurch City,['Halswell Ward']
2026-04-01,323300,House,4,18,147,12,570.0,0.1825,Christchurch City,['Riccarton Ward']
2026-04-01,324500,House,4,18,261,24,518.0,0.2984,Christchurch City,['Halswell Ward']
2026-04-01,327300,House,4,15,207,12,356.0,0.395,Christchurch City,['Halswell Ward']
2026-04-01,327400,House,4,21,231,18,580.0,0.1924,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,316600,House,ALL,48,342,30,524.0,0.4332,Christchurch City,"['Hornby Ward', 'Harewood Ward']"
2026-04-01,316800,House,ALL,42,360,24,565.0,0.4163,Christchurch City,['Harewood Ward']
2026-04-01,316900,House,ALL,9,171,12,650.0,0.1917,Christchurch City,['Harewood Ward']
2026-04-01,317300,House,ALL,9,60,3,767.0,0.2013,Christchurch City,['Innes Ward']
2026-04-01,317400,House,ALL,12,144,9,632.0,0.1861,Christchurch City,['Harewood Ward']
2026-04-01,317600,House,ALL,66,600,36,562.0,0.2192,Christchurch City,['Harewood Ward']
2026-04-01,317700,House,ALL,24,354,27,712.0,0.1652,Christchurch City,['Waimairi Ward']
2026-04-01,317800,House,ALL,12,144,12,615.0,0.1647,Christchurch City,['Harewood Ward']
2026-04-01,317900,House,ALL,66,552,66,533.0,0.3393,Christchurch City,"['Papanui Ward', 'Harewood Ward']"
2026-04-01,318000,House,ALL,12,231,15,601.0,0.1141,Christchurch City,['Harewood Ward']
2026-04-01,318100,House,ALL,24,231,12,569.0,0.2091,Christchurch City,['Hornby Ward']
2026-04-01,318300,House,ALL,18,174,15,605.0,0.2184,Christchurch City,['Waimairi Ward']
2026-04-01,318400,House,ALL,90,861,66,529.0,0.2132,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,318600,House,ALL,12,114,12,787.0,0.1672,Christchurch City,['Papanui Ward']
2026-04-01,318700,House,ALL,15,198,6,601.0,0.1543,Christchurch City,['Hornby Ward']
2026-04-01,318800,House,ALL,33,180,18,521.0,0.2396,Christchurch City,['Papanui Ward']
2026-04-01,318900,House,ALL,75,531,45,464.0,0.3629,Christchurch City,['Waimairi Ward']
2026-04-01,319000,House,ALL,15,288,15,566.0,0.2354,Christchurch City,['Harewood Ward']
2026-04-01,319200,House,ALL,45,402,36,510.0,0.2823,Christchurch City,['Waimairi Ward']
2026-04-01,319300,House,ALL,6,243,15,661.0,0.0784,Christchurch City,['Hornby Ward']
2026-04-01,319400,House,ALL,9,66,6,549.0,0.0893,Christchurch City,['Papanui Ward']
2026-04-01,319500,House,ALL,15,240,15,487.0,0.1809,Christchurch City,['Waimairi Ward']
2026-04-01,319600,House,ALL,6,126,9,446.0,0.7373,Christchurch City,['Papanui Ward']
2026-04-01,319700,House,ALL,42,474,45,463.0,0.3992,Christchurch City,['Waimairi Ward']
2026-04-01,319800,House,ALL,63,453,33,567.0,0.091,Christchurch City,['Hornby Ward']
2026-04-01,319900,House,ALL,99,507,60,501.0,0.2451,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320100,House,ALL,33,192,18,471.0,0.3953,Christchurch City,['Papanui Ward']
2026-04-01,320200,House,ALL,21,258,18,523.0,0.2206,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-04-01,320300,House,ALL,21,177,12,743.0,0.1002,Christchurch City,['Hornby Ward']
2026-04-01,320500,House,ALL,57,579,48,534.0,0.1782,Christchurch City,['Papanui Ward']
2026-04-01,320600,House,ALL,9,150,9,568.0,0.1021,Christchurch City,['Fendalton Ward']
2026-04-01,320700,House,ALL,63,561,51,582.0,0.1474,Christchurch City,['Riccarton Ward']
2026-04-01,320800,House,ALL,18,213,18,557.0,0.2718,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320900,House,ALL,6,105,6,464.0,0.1981,Christchurch City,['Papanui Ward']
2026-04-01,321000,House,ALL,108,804,78,429.0,0.385,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-04-01,321100,House,ALL,6,126,6,569.0,0.4071,Christchurch City,['Hornby Ward']
2026-04-01,321200,House,ALL,6,51,6,482.0,0.0648,Christchurch City,['Riccarton Ward']
2026-04-01,321300,House,ALL,39,288,33,565.0,0.1287,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-04-01,321400,House,ALL,12,204,15,562.0,0.1469,Christchurch City,['Fendalton Ward']
2026-04-01,321500,House,ALL,12,195,9,535.0,0.1971,Christchurch City,['Fendalton Ward']
2026-04-01,321700,House,ALL,48,381,30,525.0,0.1093,Christchurch City,['Innes Ward']
2026-04-01,321800,House,ALL,15,204,12,552.0,0.0978,Christchurch City,['Riccarton Ward']
2026-04-01,321900,House,ALL,12,186,18,530.0,0.226,Christchurch City,['Halswell Ward']
2026-04-01,322000,House,ALL,60,636,48,495.0,0.2012,Christchurch City,['Riccarton Ward']
2026-04-01,322100,House,ALL,15,237,18,716.0,0.1157,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,322200,House,ALL,36,387,30,570.0,0.3294,Christchurch City,"['Papanui Ward', 'Fendalton Ward']"
2026-04-01,322400,House,ALL,15,189,15,663.0,0.2483,Christchurch City,"['Riccarton Ward', 'Fendalton Ward']"
2026-04-01,322500,House,ALL,18,123,12,485.0,0.2389,Christchurch City,['Halswell Ward']
2026-04-01,322600,House,ALL,39,351,30,490.0,0.3688,Christchurch City,['Fendalton Ward']
2026-04-01,322700,House,ALL,9,123,9,655.0,0.0816,Christchurch City,['Riccarton Ward']
2026-04-01,322800,House,ALL,33,252,15,515.0,0.1493,Christchurch City,['Halswell Ward']
2026-04-01,322900,House,ALL,27,348,21,515.0,0.2115,Christchurch City,['Halswell Ward']
2026-04-01,323000,House,ALL,30,399,30,486.0,0.1845,Christchurch City,['Fendalton Ward']
2026-04-01,323100,House,ALL,12,60,12,890.0,0.3454,Christchurch City,['Innes Ward']
2026-04-01,323200,House,ALL,33,288,24,453.0,0.3697,Christchurch City,['Riccarton Ward']
2026-04-01,323300,House,ALL,42,360,36,528.0,0.1521,Christchurch City,['Riccarton Ward']
2026-04-01,323400,House,ALL,9,117,6,716.0,0.3554,Christchurch City,['Innes Ward']
2026-04-01,323600,House,ALL,6,117,6,554.0,0.1375,Christchurch City,['Halswell Ward']
2026-04-01,323700,House,ALL,15,165,9,494.0,0.094,Christchurch City,['Coastal Ward']
2026-04-01,323800,House,ALL,12,111,12,564.0,0.3364,Christchurch City,['Innes Ward']
2026-04-01,323900,House,ALL,12,135,12,666.0,0.2369,Christchurch City,"['Central Ward', 'Fendalton Ward']"
2026-04-01,324000,House,ALL,12,93,6,565.0,0.1256,Christchurch City,['Burwood Ward']
2026-04-01,324100,House,ALL,12,231,15,557.0,0.1166,Christchurch City,['Halswell Ward']
2026-04-01,324300,House,ALL,6,84,6,636.0,0.2167,Christchurch City,['Halswell Ward']
2026-04-01,324400,House,ALL,12,126,9,695.0,0.1631,Christchurch City,['Riccarton Ward']
2026-04-01,324500,House,ALL,6,102,6,509.0,0.7158,Christchurch City,['Halswell Ward']
2026-04-01,324600,House,ALL,15,171,9,563.0,0.512,Christchurch City,['Burwood Ward']
2026-04-01,324800,House,ALL,6,93,3,685.0,0.1509,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325000,House,ALL,15,123,9,689.0,0.3588,Christchurch City,"['Halswell Ward', 'Spreydon Ward']"
2026-04-01,325100,House,ALL,6,129,6,745.0,0.3887,Christchurch City,['Coastal Ward']
2026-04-01,325200,House,ALL,15,75,3,836.0,0.2291,Christchurch City,['Riccarton Ward']
2026-04-01,325300,House,ALL,18,177,9,597.0,0.1877,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325400,House,ALL,24,186,18,656.0,0.4104,Christchurch City,['Halswell Ward']
2026-04-01,325600,House,ALL,6,36,6,572.0,0.1652,Christchurch City,['Burwood Ward']
2026-04-01,325700,House,ALL,15,120,9,603.0,0.1734,Christchurch City,['Central Ward']
2026-04-01,325800,House,ALL,6,63,6,570.0,0.4194,Christchurch City,['Central Ward']
2026-04-01,325900,House,ALL,18,159,12,619.0,0.0865,Christchurch City,"['Innes Ward', 'Central Ward']"
2026-04-01,326100,House,ALL,9,57,6,646.0,0.1958,Christchurch City,['Spreydon Ward']
2026-04-01,326300,House,ALL,9,156,15,640.0,0.0667,Christchurch City,['Halswell Ward']
2026-04-01,326400,House,ALL,18,153,9,651.0,0.0846,Christchurch City,"['Spreydon Ward', 'Central Ward']"
2026-04-01,326500,House,ALL,87,366,27,628.0,0.0965,Christchurch City,['Burwood Ward']
2026-04-01,326700,House,ALL,6,57,6,510.0,0.2284,Christchurch City,['Spreydon Ward']
2026-04-01,326800,House,ALL,123,963,81,620.0,0.1116,Christchurch City,['Central Ward']
2026-04-01,326900,House,ALL,15,81,6,695.0,0.2116,Christchurch City,['Spreydon Ward']
2026-04-01,327000,House,ALL,6,45,3,578.0,0.1202,Christchurch City,['Central Ward']
2026-04-01,327100,House,ALL,21,66,3,673.0,0.0802,Christchurch City,['Central Ward']
2026-04-01,327200,House,ALL,30,237,21,593.0,0.2643,Christchurch City,['Coastal Ward']
2026-04-01,327300,House,ALL,33,216,18,665.0,0.101,Christchurch City,['Halswell Ward']
2026-04-01,327400,House,ALL,6,21,0,516.0,0.0634,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,327500,House,ALL,6,36,6,484.0,0.4001,Christchurch City,['Burwood Ward']
2026-04-01,327600,House,ALL,9,51,3,384.0,0.3212,Christchurch City,['Spreydon Ward']
2026-04-01,327700,House,ALL,21,138,12,507.0,0.2778,Christchurch City,"['Spreydon Ward', 'Halswell Ward']"
2026-04-01,327800,House,ALL,6,27,6,372.0,0.2691,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,327900,House,ALL,6,51,3,566.0,0.236,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328000,House,ALL,9,54,0,567.0,0.2199,Christchurch City,['Halswell Ward']
2026-04-01,328100,House,ALL,9,105,15,471.0,0.1352,Christchurch City,['Central Ward']
2026-04-01,328200,House,ALL,12,150,9,491.0,0.1041,Christchurch City,['Spreydon Ward']
2026-04-01,328300,House,ALL,12,138,15,500.0,0.0684,Christchurch City,['Coastal Ward']
2026-04-01,328400,House,ALL,6,60,3,457.0,0.1776,Christchurch City,"['Burwood Ward', 'Linwood Ward']"
2026-04-01,328500,House,ALL,18,180,9,486.0,0.1807,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328600,House,ALL,15,138,12,452.0,0.0708,Christchurch City,['Burwood Ward']
2026-04-01,328700,House,ALL,15,126,18,522.0,0.1164,Christchurch City,['Heathcote Ward']
2026-04-01,328900,House,ALL,21,213,15,483.0,0.1602,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,329000,House,ALL,18,138,15,496.0,0.1967,Christchurch City,['Halswell Ward']
2026-04-01,329100,House,ALL,6,36,6,583.0,0.1429,Christchurch City,['Cashmere Ward']
2026-04-01,329200,House,ALL,15,111,12,453.0,0.1518,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329300,House,ALL,6,87,6,456.0,0.1728,Christchurch City,['Linwood Ward']
2026-04-01,329400,House,ALL,9,78,9,570.0,0.1374,Christchurch City,['Heathcote Ward']
2026-04-01,329500,House,ALL,6,102,12,526.0,0.123,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329600,House,ALL,9,87,9,500.0,0.1969,Christchurch City,['Linwood Ward']
2026-04-01,329700,House,ALL,6,117,3,427.0,0.1883,Christchurch City,['Heathcote Ward']
2026-04-01,329900,House,ALL,12,120,9,517.0,0.1456,Christchurch City,['Heathcote Ward']
2026-04-01,330000,House,ALL,9,72,3,533.0,0.0859,Christchurch City,"['Halswell Ward', 'Cashmere Ward']"
2026-04-01,330100,House,ALL,15,114,9,458.0,0.1833,Christchurch City,['Linwood Ward']
2026-04-01,330200,House,ALL,18,168,18,437.0,0.206,Christchurch City,['Coastal Ward']
2026-04-01,330300,House,ALL,18,183,12,428.0,0.1914,Christchurch City,['Cashmere Ward']
2026-04-01,330400,House,ALL,24,168,12,500.0,0.1298,Christchurch City,['Linwood Ward']
2026-04-01,330500,House,ALL,12,96,9,469.0,0.1447,Christchurch City,['Linwood Ward']
2026-04-01,330600,House,ALL,18,138,12,518.0,0.1764,Christchurch City,['Cashmere Ward']
2026-04-01,330800,House,ALL,6,75,6,397.0,0.2061,Christchurch City,['Cashmere Ward']
2026-04-01,331000,House,ALL,15,123,12,366.0,0.3315,Christchurch City,['Linwood Ward']
2026-04-01,331100,House,ALL,6,39,3,341.0,0.1993,Christchurch City,"['Linwood Ward', 'Heathcote Ward']"
2026-04-01,331200,House,ALL,6,21,3,372.0,0.3706,Christchurch City,['Cashmere Ward']
2026-04-01,331300,House,ALL,9,42,3,443.0,0.1065,Christchurch City,['Cashmere Ward']
2026-04-01,331400,House,ALL,6,66,3,456.0,0.2205,Christchurch City,"['Heathcote Ward', 'Cashmere Ward']"
2026-04-01,331700,House,ALL,12,99,3,422.0,0.2317,Christchurch City,['Coastal Ward']
2026-04-01,331900,House,ALL,6,66,12,508.0,0.0823,Christchurch City,['Heathcote Ward']
2026-04-01,332000,House,ALL,12,126,9,488.0,0.2017,Christchurch City,['Heathcote Ward']
2026-04-01,332100,House,ALL,6,36,6,504.0,0.0687,Christchurch City,['Heathcote Ward']
2026-04-01,332400,House,ALL,12,78,12,478.0,0.0968,Christchurch City,['Heathcote Ward']
2026-04-01,332500,House,ALL,12,78,9,780.0,0.3663,Christchurch City,['Banks Peninsula Ward']
2026-04-01,332700,House,ALL,21,291,27,704.0,0.0964,Christchurch City,['Heathcote Ward']
2026-04-01,321200,House,5+,9,54,6,262.0,0.0247,Christchurch City,['Riccarton Ward']
2026-04-01,320700,Room,1,15,33,3,548.0,0.1669,Christchurch City,['Riccarton Ward']
2026-04-01,323300,Room,1,6,12,0,564.0,0.2391,Christchurch City,['Riccarton Ward']
2026-04-01,326100,Room,1,18,42,3,335.0,0.3087,Christchurch City,['Spreydon Ward']
2026-04-01,320700,Room,ALL,12,24,0,819.0,0.2291,Christchurch City,['Riccarton Ward']
2026-04-01,323300,Room,ALL,9,12,0,782.0,0.2659,Christchurch City,['Riccarton Ward']
2026-04-01,326100,Room,ALL,9,12,3,690.0,0.5168,Christchurch City,['Spreydon Ward']
2026-01-01,316800,House,1,36,75,0,505.0,0.1504,Christchurch City,['Harewood Ward']
2026-01-01,316900,House,1,6,9,0,712.0,0.1205,Christchurch City,['Harewood Ward']
2026-01-01,317300,House,1,45,90,0,571.0,0.1291,Christchurch City,['Innes Ward']
2026-01-01,317400,House,1,12,12,0,581.0,0.1585,Christchurch City,['Harewood Ward']
2026-01-01,317700,House,1,81,171,6,391.0,0.4033,Christchurch City,['Waimairi Ward']
2026-01-01,317900,House,1,6,3,0,673.0,0.0811,Christchurch City,"['Papanui Ward', 'Harewood Ward']"
2026-01-01,318300,House,1,12,21,3,463.0,0.0526,Christchurch City,['Waimairi Ward']
2026-01-01,318400,House,1,33,48,0,538.0,0.0955,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-01-01,318800,House,1,9,12,3,580.0,0.2472,Christchurch City,['Papanui Ward']
2026-01-01,318900,House,1,12,18,0,568.0,0.1099,Christchurch City,['Waimairi Ward']
2026-01-01,319000,House,1,27,57,0,513.0,0.1603,Christchurch City,['Harewood Ward']
2026-01-01,319200,House,1,6,6,0,537.0,0.0934,Christchurch City,['Waimairi Ward']
2026-01-01,319300,House,1,15,33,0,507.0,0.2664,Christchurch City,['Hornby Ward']
2026-01-01,319400,House,1,18,21,3,324.0,0.1106,Christchurch City,['Papanui Ward']
2026-01-01,319500,House,1,60,105,3,461.0,0.172,Christchurch City,['Waimairi Ward']
2026-01-01,319700,House,1,21,36,3,716.0,0.1439,Christchurch City,['Waimairi Ward']
2026-01-01,319800,House,1,21,39,3,537.0,0.2675,Christchurch City,['Hornby Ward']
2026-01-01,319900,House,1,9,24,0,643.0,0.1395,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-01-01,320100,House,1,6,15,3,565.0,0.2211,Christchurch City,['Papanui Ward']
2026-01-01,320200,House,1,24,48,0,529.0,0.1362,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-01-01,320500,House,1,21,45,0,505.0,0.1296,Christchurch City,['Papanui Ward']
2026-01-01,320600,House,1,30,51,0,535.0,0.1503,Christchurch City,['Fendalton Ward']
2026-01-01,320700,House,1,6,9,0,541.0,0.0942,Christchurch City,['Riccarton Ward']
2026-01-01,320800,House,1,42,72,0,510.0,0.1811,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-01-01,320900,House,1,9,6,0,774.0,0.2523,Christchurch City,['Papanui Ward']
2026-01-01,321000,House,1,21,24,0,492.0,0.2324,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-01-01,321100,House,1,21,60,6,525.0,0.1333,Christchurch City,['Hornby Ward']
2026-01-01,321200,House,1,9,18,0,486.0,0.3076,Christchurch City,['Riccarton Ward']
2026-01-01,321300,House,1,12,24,0,557.0,0.0996,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-01-01,321400,House,1,9,15,0,594.0,0.1052,Christchurch City,['Fendalton Ward']
2026-01-01,321500,House,1,9,12,0,619.0,0.1303,Christchurch City,['Fendalton Ward']
2026-01-01,321700,House,1,6,6,0,631.0,0.4328,Christchurch City,['Innes Ward']
2026-01-01,321800,House,1,12,18,3,495.0,0.1499,Christchurch City,['Riccarton Ward']
2026-01-01,322000,House,1,9,12,0,653.0,0.111,Christchurch City,['Riccarton Ward']
2026-01-01,322100,House,1,6,12,0,387.0,0.6657,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-01-01,322200,House,1,9,6,0,583.0,0.2065,Christchurch City,"['Papanui Ward', 'Fendalton Ward']"
2026-01-01,322400,House,1,6,9,3,608.0,0.1446,Christchurch City,"['Riccarton Ward', 'Fendalton Ward']"
2026-01-01,322600,House,1,9,18,0,696.0,0.2445,Christchurch City,['Fendalton Ward']
2026-01-01,322700,House,1,15,18,0,597.0,0.0825,Christchurch City,['Riccarton Ward']
2026-01-01,322800,House,1,6,9,0,699.0,0.1467,Christchurch City,['Halswell Ward']
2026-01-01,322900,House,1,6,12,0,612.0,0.0426,Christchurch City,['Halswell Ward']
2026-01-01,323000,House,1,6,12,3,594.0,0.1642,Christchurch City,['Fendalton Ward']
2026-01-01,323100,House,1,54,69,3,630.0,0.0984,Christchurch City,['Innes Ward']
2026-01-01,323200,House,1,105,177,3,621.0,0.0945,Christchurch City,['Riccarton Ward']
2026-01-01,323300,House,1,6,6,0,721.0,0.3273,Christchurch City,['Riccarton Ward']
2026-01-01,323400,House,1,15,33,6,498.0,0.5184,Christchurch City,['Innes Ward']
2026-01-01,323700,House,1,21,42,3,661.0,0.1253,Christchurch City,['Coastal Ward']
2026-01-01,323800,House,1,9,9,0,475.0,0.4622,Christchurch City,['Innes Ward']
2026-01-01,323900,House,1,6,12,0,539.0,0.1383,Christchurch City,"['Central Ward', 'Fendalton Ward']"
2026-01-01,324200,House,1,9,18,0,484.0,0.1287,Christchurch City,['Riccarton Ward']
2026-01-01,324300,House,1,12,18,0,503.0,0.0934,Christchurch City,['Halswell Ward']
2026-01-01,324400,House,1,6,6,0,450.0,0.09,Christchurch City,['Riccarton Ward']
2026-01-01,324500,House,1,9,18,0,455.0,0.1459,Christchurch City,['Halswell Ward']
2026-01-01,324600,House,1,6,18,0,456.0,0.1228,Christchurch City,['Burwood Ward']
2026-01-01,324800,House,1,6,12,0,517.0,0.138,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-01-01,325000,House,1,15,30,0,442.0,0.2913,Christchurch City,"['Halswell Ward', 'Spreydon Ward']"
2026-01-01,325100,House,1,9,12,3,458.0,0.2364,Christchurch City,['Coastal Ward']
2026-01-01,325200,House,1,9,12,3,545.0,0.1898,Christchurch City,['Riccarton Ward']
2026-01-01,325300,House,1,9,12,3,526.0,0.1949,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-01-01,325700,House,1,6,9,0,547.0,0.1098,Christchurch City,['Central Ward']
2026-01-01,325800,House,1,6,12,0,430.0,0.1523,Christchurch City,['Central Ward']
2026-01-01,325900,House,1,6,21,0,474.0,0.0998,Christchurch City,"['Innes Ward', 'Central Ward']"
2026-01-01,326100,House,1,12,21,0,440.0,0.1344,Christchurch City,['Spreydon Ward']
2026-01-01,326300,House,1,6,12,0,440.0,0.1054,Christchurch City,['Halswell Ward']
2026-01-01,326400,House,1,6,9,0,429.0,0.1144,Christchurch City,"['Spreydon Ward', 'Central Ward']"
2026-01-01,326500,House,1,9,21,0,471.0,0.1541,Christchurch City,['Burwood Ward']
2026-01-01,326600,House,1,9,15,3,521.0,0.1478,Christchurch City,['Central Ward']
2026-01-01,326800,House,1,6,9,0,373.0,0.3538,Christchurch City,['Central Ward']
2026-01-01,326900,House,1,12,18,0,410.0,0.3262,Christchurch City,['Spreydon Ward']
2026-01-01,327000,House,1,9,18,0,425.0,0.2323,Christchurch City,['Central Ward']
2026-01-01,327100,House,1,6,12,0,489.0,0.1368,Christchurch City,['Central Ward']
2026-01-01,327200,House,1,9,21,0,694.0,0.2865,Christchurch City,['Coastal Ward']
2026-01-01,327300,House,1,9,24,0,636.0,0.1623,Christchurch City,['Halswell Ward']
2026-01-01,327400,House,1,6,12,0,604.0,0.1164,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-01-01,327500,House,1,15,27,3,534.0,0.2374,Christchurch City,['Burwood Ward']
2026-01-01,327600,House,1,6,18,0,629.0,0.1033,Christchurch City,['Spreydon Ward']
2026-01-01,327700,House,1,6,3,3,312.0,0.6421,Christchurch City,"['Spreydon Ward', 'Halswell Ward']"
2026-01-01,327900,House,1,6,6,0,851.0,0.4562,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-01-01,328000,House,1,12,30,3,778.0,0.3316,Christchurch City,['Halswell Ward']
2026-01-01,328100,House,1,9,12,3,649.0,0.3157,Christchurch City,['Central Ward']
2026-01-01,328200,House,1,6,15,0,564.0,0.3184,Christchurch City,['Spreydon Ward']
2026-01-01,328300,House,1,6,30,0,829.0,0.1561,Christchurch City,['Coastal Ward']
2026-01-01,328400,House,1,6,12,3,512.0,0.2352,Christchurch City,"['Burwood Ward', 'Linwood Ward']"
2026-01-01,328500,House,1,6,9,0,488.0,0.2293,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-01-01,328600,House,1,27,72,3,678.0,0.2838,Christchurch City,['Burwood Ward']
2026-01-01,328700,House,1,6,24,6,828.0,0.3424,Christchurch City,['Heathcote Ward']
2026-01-01,328800,House,1,6,15,0,715.0,0.4784,Christchurch City,"['Linwood Ward', 'Central Ward', 'Heathcote Ward']"
2026-01-01,328900,House,1,33,84,6,733.0,0.3051,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-01-01,329000,House,1,9,6,3,512.0,0.2167,Christchurch City,['Halswell Ward']
2026-01-01,329100,House,1,9,18,3,462.0,0.201,Christchurch City,['Cashmere Ward']
2026-01-01,329200,House,1,12,15,0,568.0,0.1275,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-01-01,329300,House,1,6,9,0,581.0,0.0552,Christchurch City,['Linwood Ward']
2026-01-01,329400,House,1,6,6,3,544.0,0.1321,Christchurch City,['Heathcote Ward']
2026-01-01,329600,House,1,9,12,0,616.0,0.4426,Christchurch City,['Linwood Ward']
2026-01-01,329700,House,1,15,33,6,535.0,0.1938,Christchurch City,['Heathcote Ward']
2026-01-01,329800,House,1,6,18,3,556.0,0.0795,Christchurch City,['Burwood Ward']
2026-01-01,329900,House,1,12,21,3,587.0,0.2154,Christchurch City,['Heathcote Ward']
2026-01-01,330000,House,1,9,18,0,626.0,0.298,Christchurch City,"['Halswell Ward', 'Cashmere Ward']"
2026-01-01,330100,House,1,18,27,0,623.0,0.4047,Christchurch City,['Linwood Ward']
2026-01-01,330200,House,1,12,12,0,672.0,0.2348,Christchurch City,['Coastal Ward']
2026-01-01,330400,House,1,6,12,0,673.0,0.3656,Christchurch City,['Linwood Ward']
2026-01-01,330500,House,1,36,57,6,443.0,0.6028,Christchurch City,['Linwood Ward']
2026-01-01,330600,House,1,12,21,3,649.0,0.2947,Christchurch City,['Cashmere Ward']
2026-01-01,330800,House,1,42,51,6,779.0,0.4033,Christchurch City,['Cashmere Ward']
2026-01-01,330900,House,1,12,15,0,648.0,0.166,Christchurch City,['Heathcote Ward']
2026-01-01,331100,House,1,33,45,9,502.0,0.7482,Christchurch City,"['Linwood Ward', 'Heathcote Ward']"
2026-01-01,331300,House,1,36,42,6,526.0,0.5485,Christchurch City,['Cashmere Ward']
2026-01-01,331700,House,1,36,51,9,416.0,0.4707,Christchurch City,['Coastal Ward']
2026-01-01,331800,House,1,21,21,0,812.0,0.3772,Christchurch City,['Heathcote Ward']
2026-01-01,332100,House,1,30,42,0,624.0,0.5131,Christchurch City,['Heathcote Ward']
2026-01-01,332700,House,1,24,42,0,553.0,0.2586,Christchurch City,['Heathcote Ward']
2026-01-01,319900,Flat,ALL,6,27,9,418.0,0.3902,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-01-01,321000,Flat,ALL,6,18,0,429.0,0.0764,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-01-01,321800,Flat,ALL,6,33,0,299.0,0.801,Christchurch City,['Riccarton Ward']
2026-01-01,323000,Flat,ALL,6,66,6,504.0,0.1166,Christchurch City,['Fendalton Ward']
2026-01-01,323500,Flat,ALL,6,27,6,442.0,0.1849,Christchurch City,"['Riccarton Ward', 'Spreydon Ward']"
2026-01-01,323900,Flat,ALL,6,105,6,500.0,0.2256,Christchurch City,"['Central Ward', 'Fendalton Ward']"
2026-01-01,324400,Flat,ALL,9,171,21,488.0,0.1428,Christchurch City,['Riccarton Ward']
2026-01-01,325300,Flat,ALL,6,54,6,514.0,0.0791,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-01-01,326800,Flat,ALL,6,18,3,475.0,0.0833,Christchurch City,['Central Ward']
